,Postal_Code,Municipality,Province,CCAA,Shape_area,Total_Population,Number_Males,Number_Females,Number_Minors,Number_Adults,Number_Elderlies,No_studies,Middle_studies,Complete_studies,Minors_NoInformation,Population_Density,Average_Income,Spanish_Nationality_People,Foreign_Nationality_People,Number_Properties,Number_Homes
809,18708,Albondón,Granada,Andalucia,34450849.148951165,6925.0,0.54,0.46,0.11,0.62,0.27,0.28,0.56,0.06,0.11,20.64,16785.5,0.87,0.13,5380.0,0.51
810,18870,Gor,Granada,Andalucia,180889070.95045337,7905.0,0.49,0.51,0.13,0.62,0.26,0.18,0.63,0.06,0.13,5.81,20527.38,0.96,0.04,5175.0,0.64
811,18816,Castril,Granada,Andalucia,243051163.40988415,7815.0,0.52,0.48,0.12,0.6,0.28,0.3,0.51,0.07,0.12,11.74,17491.5,0.94,0.06,5030.0,0.66
812,18181,Darro,Granada,Andalucia,50607755.45853813,15390.0,0.51,0.49,0.17,0.63,0.19,0.2,0.56,0.06,0.17,30.79,19034.17,0.98,0.02,10485.0,0.54
813,18194,Churriana de la Vega,Granada,Andalucia,6598501.356481178,26140.0,0.5,0.5,0.18,0.68,0.13,0.06,0.57,0.18,0.18,4458.43,25317.0,0.93,0.07,13870.0,0.7
814,18494,Nevada,Granada,Andalucia,77252324.55289769,8730.0,0.52,0.48,0.13,0.62,0.25,0.26,0.53,0.08,0.13,37.38,17128.25,0.95,0.05,7090.0,0.52
815,18412,Bubión,Granada,Andalucia,5796791.590653295,5460.0,0.51,0.49,0.14,0.69,0.17,0.18,0.54,0.14,0.14,20.95,19251.4,0.86,0.14,4735.0,0.46
816,18339,Cijuela,Granada,Andalucia,17906693.13328634,15425.0,0.51,0.5,0.21,0.64,0.15,0.12,0.61,0.06,0.21,514.8,18184.22,0.96,0.04,8665.0,0.64
817,18412,Bubión,Granada,Andalucia,9055060.687947113,5460.0,0.51,0.49,0.14,0.69,0.17,0.18,0.54,0.14,0.14,20.95,19251.4,0.86,0.14,4735.0,0.46
818,18563,Gobernador,Granada,Andalucia,15210866.421941888,7250.0,0.5,0.5,0.14,0.61,0.25,0.28,0.49,0.09,0.14,22.42,17666.0,0.99,0.01,4635.0,0.61
819,18540,Morelábor,Granada,Andalucia,38529269.83895649,13310.0,0.51,0.49,0.14,0.6,0.25,0.27,0.52,0.07,0.14,16.79,18278.53,0.97,0.03,8430.0,0.6
820,18538,Alicún de Ortega,Granada,Andalucia,22821993.26863655,17225.0,0.52,0.49,0.14,0.6,0.27,0.32,0.51,0.05,0.14,9.6,17517.95,0.98,0.03,10735.0,0.63
821,18858,Orce,Granada,Andalucia,324707570.0542081,7820.0,0.51,0.49,0.13,0.6,0.28,0.27,0.52,0.08,0.13,12.9,17990.83,0.94,0.06,5820.0,0.57
822,18859,Cúllar,Granada,Andalucia,228470467.95366716,7335.0,0.52,0.48,0.11,0.6,0.29,0.24,0.54,0.1,0.11,8.38,17755.17,0.91,0.09,5070.0,0.61
823,18810,Caniles,Granada,Andalucia,216585364.6757433,18960.0,0.51,0.49,0.13,0.64,0.23,0.22,0.58,0.07,0.13,892.61,19785.83,0.91,0.09,11930.0,0.64
824,18160,Güejar Sierra,Granada,Andalucia,235987022.96339896,9720.0,0.53,0.47,0.15,0.66,0.19,0.18,0.59,0.08,0.15,1884.02,21018.0,0.98,0.02,7240.0,0.53
825,4691,Huércal-Overa,Almería,Andalucia,78070097.48660693,7765.0,0.51,0.49,0.12,0.64,0.24,0.2,0.59,0.08,0.12,50.14,20351.2,0.75,0.25,4800.0,0.62
826,18516,Marchal,Granada,Andalucia,7835282.198114267,15575.0,0.52,0.49,0.13,0.62,0.25,0.23,0.59,0.05,0.13,34.01,18114.73,0.98,0.02,10485.0,0.64
827,18127,Arenas del Rey,Granada,Andalucia,62797394.83626044,17590.0,0.54,0.46,0.13,0.65,0.23,0.21,0.59,0.08,0.13,18.87,18522.88,0.92,0.08,10685.0,0.64
828,18130,La Malahá,Granada,Andalucia,25407172.04158014,12540.0,0.53,0.47,0.16,0.68,0.16,0.14,0.61,0.09,0.16,59.91,20753.2,0.97,0.03,7055.0,0.66
829,18710,Polopos,Granada,Andalucia,14554480.541203424,14140.0,0.53,0.48,0.12,0.66,0.22,0.23,0.56,0.09,0.12,25.42,16585.33,0.8,0.2,11025.0,0.51
830,18516,Polícar,Granada,Andalucia,5372862.486475981,15575.0,0.52,0.49,0.13,0.62,0.25,0.23,0.59,0.05,0.13,34.01,18114.73,0.98,0.02,10485.0,0.64
831,18518,Cogollos de Guadix,Granada,Andalucia,30232948.64883001,27710.0,0.53,0.47,0.12,0.63,0.25,0.22,0.59,0.07,0.12,27.27,20037.09,0.97,0.03,22415.0,0.52
832,18813,Cuevas del Campo,Granada,Andalucia,96529199.6267986,7585.0,0.52,0.48,0.14,0.61,0.25,0.26,0.56,0.05,0.14,22.43,17224.17,0.95,0.05,4635.0,0.68
833,18570,Deifontes,Granada,Andalucia,40454323.16995788,6915.0,0.52,0.48,0.19,0.64,0.17,0.16,0.52,0.12,0.19,64.92,21608.8,0.98,0.02,3920.0,0.72
834,18129,Cacín,Granada,Andalucia,39580573.7610504,10435.0,0.54,0.46,0.12,0.62,0.26,0.23,0.6,0.06,0.12,56.99,17445.67,0.94,0.06,6615.0,0.62
835,18563,Torre-Cardela,Granada,Andalucia,15176922.201608734,7250.0,0.5,0.5,0.14,0.61,0.25,0.28,0.49,0.09,0.14,22.42,17666.0,0.99,0.01,4635.0,0.61
836,18657,Nigüelas,Granada,Andalucia,30901799.223033365,8945.0,0.49,0.51,0.17,0.65,0.18,0.14,0.57,0.11,0.17,699.94,20654.71,0.95,0.05,4820.0,0.67
837,18295,Algarinejo,Granada,Andalucia,9675390.495960776,2575.0,0.5,0.5,0.1,0.68,0.22,0.29,0.54,0.07,0.1,17.2,17334.33,0.94,0.06,1625.0,0.64
838,18512,La Calahorra,Granada,Andalucia,39416888.84077419,20060.0,0.52,0.48,0.13,0.62,0.25,0.23,0.58,0.06,0.13,10.95,19737.29,0.97,0.03,13315.0,0.62
839,18290,Atarfe,Granada,Andalucia,23763168.419078507,18555.0,0.51,0.49,0.2,0.66,0.15,0.11,0.52,0.18,0.2,383.32,25324.08,0.99,0.01,10935.0,0.65
840,18515,Guadix,Granada,Andalucia,22433039.40796304,28355.0,0.49,0.51,0.18,0.63,0.19,0.21,0.55,0.06,0.18,127.59,20106.42,0.98,0.02,15470.0,0.66
841,18110,Las Gabias,Granada,Andalucia,39034441.3965619,38160.0,0.51,0.49,0.21,0.69,0.1,0.06,0.59,0.13,0.21,3635.02,22848.3,0.96,0.04,20010.0,0.72
842,18005,Granada,Granada,Andalucia,371361.3027899499,24650.0,0.45,0.55,0.14,0.62,0.24,0.06,0.43,0.38,0.14,34517.67,35385.85,0.95,0.05,15020.0,0.71
843,18640,Padul,Granada,Andalucia,89088107.42287816,20030.0,0.51,0.49,0.19,0.66,0.15,0.13,0.57,0.12,0.19,129.91,22382.09,0.93,0.07,11510.0,0.62
844,18211,Cogollos de la Vega,Granada,Andalucia,49834900.17245692,13445.0,0.51,0.49,0.19,0.65,0.16,0.14,0.56,0.11,0.19,78.3,21851.11,0.98,0.02,7370.0,0.69
845,18520,Alamedilla,Granada,Andalucia,90645665.901264,5080.0,0.51,0.49,0.16,0.62,0.22,0.28,0.52,0.05,0.16,10.22,17834.33,0.99,0.01,3175.0,0.61
846,18565,Campotéjar,Granada,Andalucia,35783715.608772665,4725.0,0.52,0.48,0.16,0.64,0.2,0.26,0.54,0.05,0.16,19.62,16653.25,0.96,0.05,2715.0,0.7
847,18370,Moraleda de Zafayona,Granada,Andalucia,48120815.67337848,14410.0,0.5,0.5,0.15,0.63,0.22,0.23,0.57,0.05,0.15,108.57,15843.55,0.95,0.05,7465.0,0.76
848,18880,Guadix,Granada,Andalucia,106108340.60900427,5980.0,0.51,0.49,0.14,0.61,0.25,0.24,0.54,0.08,0.14,15.48,17800.33,0.94,0.05,3845.0,0.63
849,18248,Moclín,Granada,Andalucia,34544754.67346379,11460.0,0.51,0.49,0.16,0.66,0.18,0.18,0.61,0.05,0.16,58.76,18714.43,0.98,0.02,6205.0,0.68
850,18311,Algarinejo,Granada,Andalucia,15883754.355941355,10300.0,0.54,0.46,0.14,0.61,0.24,0.31,0.5,0.05,0.14,27.72,17540.55,0.97,0.03,5765.0,0.79
851,4618,Cuevas del Almanzora,Almería,Andalucia,28316537.42398505,21690.0,0.51,0.49,0.15,0.68,0.17,0.14,0.61,0.1,0.15,1859.15,19781.5,0.73,0.27,18815.0,0.51
852,18490,Murtas,Granada,Andalucia,51408312.56503468,5500.0,0.56,0.44,0.12,0.64,0.23,0.25,0.58,0.05,0.12,24.14,17483.8,0.87,0.14,3805.0,0.56
853,18564,Colomera,Granada,Andalucia,1267071.1711784592,13840.0,0.53,0.47,0.16,0.66,0.18,0.21,0.55,0.08,0.16,359.96,21708.9,0.95,0.06,8375.0,0.62
854,18564,Colomera,Granada,Andalucia,110633780.10538742,13840.0,0.53,0.47,0.16,0.66,0.18,0.21,0.55,0.08,0.16,359.96,21708.9,0.95,0.06,8375.0,0.62
855,18891,Baza,Granada,Andalucia,16985518.77927048,19920.0,0.52,0.48,0.14,0.62,0.25,0.22,0.57,0.07,0.14,10.8,18439.79,0.94,0.06,12950.0,0.63
856,18660,El Pinar,Granada,Andalucia,19877070.707806334,8740.0,0.51,0.49,0.13,0.64,0.23,0.17,0.6,0.1,0.13,34.35,19418.83,0.91,0.09,6035.0,0.55
857,18290,Albolote,Granada,Andalucia,3933949.917481354,18555.0,0.51,0.49,0.2,0.66,0.15,0.11,0.52,0.18,0.2,383.32,25324.08,0.99,0.01,10935.0,0.65
858,18760,Albuñol,Granada,Andalucia,4259801.0196494665,4845.0,0.52,0.48,0.22,0.66,0.12,0.23,0.53,0.03,0.22,154.55,17155.5,0.76,0.24,2655.0,0.7
859,18280,Algarinejo,Granada,Andalucia,66501836.18813013,9965.0,0.51,0.5,0.12,0.56,0.33,0.36,0.45,0.07,0.13,896.36,17100.67,0.97,0.04,5840.0,0.71
860,4610,Cuevas del Almanzora,Almería,Andalucia,22620959.810289204,23635.0,0.51,0.49,0.15,0.67,0.18,0.16,0.59,0.1,0.15,1715.73,20030.31,0.74,0.26,19985.0,0.52
861,18125,Alhama de Granada,Granada,Andalucia,102054943.34526588,11685.0,0.54,0.46,0.15,0.63,0.22,0.18,0.57,0.1,0.15,34.03,17315.57,0.79,0.21,6695.0,0.71
862,18697,Almuñécar,Granada,Andalucia,36783663.34000948,10890.0,0.49,0.51,0.12,0.62,0.26,0.09,0.58,0.19,0.14,454.16,18752.6,0.59,0.41,10890.0,0.5
863,18129,Arenas del Rey,Granada,Andalucia,25276782.71449126,10435.0,0.54,0.46,0.12,0.62,0.26,0.23,0.6,0.06,0.12,56.99,17445.67,0.94,0.06,6615.0,0.62
864,18270,Montefrío,Granada,Andalucia,253765069.0589504,19975.0,0.51,0.5,0.14,0.63,0.24,0.27,0.52,0.06,0.15,264.38,17977.0,0.96,0.04,10510.0,0.81
865,18380,Íllora,Granada,Andalucia,29051822.83173476,6235.0,0.54,0.47,0.16,0.64,0.19,0.22,0.56,0.06,0.16,89.35,17308.67,0.94,0.06,3115.0,0.87
866,18126,Arenas del Rey,Granada,Andalucia,18872584.65537515,2680.0,0.56,0.44,0.1,0.65,0.25,0.23,0.61,0.08,0.1,17.17,17564.67,0.9,0.1,1640.0,0.64
867,18191,Pinos Genil,Granada,Andalucia,13981050.632585272,12985.0,0.51,0.49,0.18,0.69,0.14,0.12,0.54,0.16,0.18,415.15,23607.7,0.95,0.05,10860.0,0.55
868,4002,Enix,Almería,Andalucia,39777.54994565916,25060.0,0.49,0.51,0.18,0.67,0.15,0.13,0.55,0.14,0.18,11805.61,20671.68,0.92,0.08,11690.0,0.77
869,18230,Atarfe,Granada,Andalucia,22189890.23729412,28960.0,0.49,0.51,0.21,0.67,0.12,0.09,0.57,0.14,0.21,2692.66,22673.38,0.96,0.04,14930.0,0.7
870,18330,Atarfe,Granada,Andalucia,1266579.850090679,16695.0,0.52,0.48,0.18,0.67,0.15,0.14,0.6,0.08,0.18,588.61,18812.0,0.97,0.03,8260.0,0.71
871,18860,Baza,Granada,Andalucia,127126289.7383677,12505.0,0.49,0.5,0.12,0.62,0.26,0.21,0.61,0.06,0.12,9.25,18956.83,0.95,0.05,8380.0,0.62
872,18600,Motril,Granada,Andalucia,60401985.84275414,57415.0,0.49,0.51,0.18,0.67,0.14,0.12,0.59,0.11,0.18,12007.04,23234.38,0.91,0.09,30420.0,0.76
873,18800,Baza,Granada,Andalucia,239443551.09225005,29980.0,0.5,0.5,0.15,0.65,0.2,0.17,0.57,0.1,0.15,4895.87,21360.65,0.93,0.07,15975.0,0.7
874,18193,Monachil,Granada,Andalucia,49834796.86904413,31545.0,0.5,0.5,0.19,0.69,0.12,0.08,0.53,0.2,0.19,2278.23,26010.44,0.96,0.04,18980.0,0.68
875,18518,Jerez del Marquesado,Granada,Andalucia,82686063.75071898,27710.0,0.53,0.47,0.12,0.63,0.25,0.22,0.59,0.07,0.12,27.27,20037.09,0.97,0.03,22415.0,0.52
876,18448,Cádiar,Granada,Andalucia,17669079.192678332,10245.0,0.53,0.47,0.11,0.62,0.27,0.22,0.59,0.08,0.11,19.61,18092.4,0.93,0.07,9015.0,0.46
877,18411,Pampaneira,Granada,Andalucia,17457928.40899701,5850.0,0.52,0.48,0.13,0.69,0.18,0.18,0.53,0.15,0.13,23.01,19147.12,0.82,0.18,4565.0,0.48
878,18614,Gualchos,Granada,Andalucia,1368.0064774303205,21410.0,0.54,0.46,0.12,0.72,0.15,0.16,0.63,0.09,0.12,411.61,20006.07,0.75,0.25,18075.0,0.43
879,18448,Cádiar,Granada,Andalucia,2690992.514140837,10245.0,0.53,0.47,0.11,0.62,0.27,0.22,0.59,0.08,0.11,19.61,18092.4,0.93,0.07,9015.0,0.46
880,18614,Gualchos,Granada,Andalucia,30083154.15634553,21410.0,0.54,0.46,0.12,0.72,0.15,0.16,0.63,0.09,0.12,411.61,20006.07,0.75,0.25,18075.0,0.43
881,18814,Cortes de Baza,Granada,Andalucia,92390377.44576664,4160.0,0.49,0.5,0.12,0.57,0.31,0.29,0.52,0.06,0.12,23.45,17545.33,0.93,0.07,2315.0,0.74
882,18328,Láchar,Granada,Andalucia,6678611.357970958,17495.0,0.49,0.51,0.2,0.64,0.16,0.12,0.63,0.05,0.2,315.44,15072.75,0.96,0.04,9430.0,0.73
883,18811,Zújar,Granada,Andalucia,102036990.78191432,7995.0,0.51,0.48,0.13,0.6,0.27,0.26,0.57,0.04,0.13,18.91,18305.83,0.96,0.04,4840.0,0.67
884,18438,Almegíjar,Granada,Andalucia,29397148.61666274,2505.0,0.54,0.46,0.1,0.62,0.27,0.25,0.54,0.1,0.1,17.1,16451.0,0.89,0.11,2140.0,0.52
885,18014,Granada,Granada,Andalucia,3711912.8293804345,64200.0,0.47,0.53,0.17,0.65,0.18,0.09,0.48,0.26,0.17,17103.87,27807.97,0.94,0.06,32875.0,0.77
886,18179,Víznar,Granada,Andalucia,12988901.515027845,12710.0,0.52,0.48,0.17,0.7,0.13,0.09,0.54,0.19,0.17,541.71,25791.57,0.94,0.06,6795.0,0.72
887,18515,Fonelas,Granada,Andalucia,96336084.93368916,28355.0,0.49,0.51,0.18,0.63,0.19,0.21,0.55,0.06,0.18,127.59,20106.42,0.98,0.02,15470.0,0.66
888,18181,Diezma,Granada,Andalucia,19416036.223793715,15390.0,0.51,0.49,0.17,0.63,0.19,0.2,0.56,0.06,0.17,30.79,19034.17,0.98,0.02,10485.0,0.54
889,18448,Cádiar,Granada,Andalucia,10509083.413418207,10245.0,0.53,0.47,0.11,0.62,0.27,0.22,0.59,0.08,0.11,19.61,18092.4,0.93,0.07,9015.0,0.46
890,18815,Cortes de Baza,Granada,Andalucia,48049836.92406929,5340.0,0.5,0.5,0.12,0.61,0.27,0.28,0.54,0.06,0.12,13.1,17042.33,0.94,0.06,3085.0,0.69
891,4549,Nacimiento,Almería,Andalucia,7276972.223274395,7260.0,0.51,0.48,0.1,0.64,0.26,0.21,0.63,0.06,0.1,6.11,18986.67,0.88,0.12,5910.0,0.6
892,18891,Cúllar,Granada,Andalucia,58218162.49135291,19920.0,0.52,0.48,0.14,0.62,0.25,0.22,0.57,0.07,0.14,10.8,18439.79,0.94,0.06,12950.0,0.63
893,18850,Cúllar,Granada,Andalucia,36887265.9484825,5790.0,0.51,0.49,0.14,0.6,0.26,0.22,0.56,0.08,0.14,1083.77,18236.0,0.98,0.02,3650.0,0.63
894,18514,Aldeire,Granada,Andalucia,16596995.82965145,5825.0,0.52,0.48,0.09,0.61,0.3,0.24,0.58,0.08,0.09,19.14,19086.5,0.96,0.03,5520.0,0.45
895,18891,Cúllar,Granada,Andalucia,103756038.79269063,19920.0,0.52,0.48,0.14,0.62,0.25,0.22,0.57,0.07,0.14,10.8,18439.79,0.94,0.06,12950.0,0.63
896,18330,Chauchina,Granada,Andalucia,6068656.18420552,16695.0,0.52,0.48,0.18,0.67,0.15,0.14,0.6,0.08,0.18,588.61,18812.0,0.97,0.03,8260.0,0.71
897,18191,Güejar Sierra,Granada,Andalucia,2776298.7392037967,12985.0,0.51,0.49,0.18,0.69,0.14,0.12,0.54,0.16,0.18,415.15,23607.7,0.95,0.05,10860.0,0.55
898,18562,Piñar,Granada,Andalucia,63058426.85788925,6390.0,0.52,0.48,0.14,0.63,0.22,0.22,0.55,0.08,0.14,23.43,18704.0,0.94,0.06,3720.0,0.63
899,18192,Dúdar,Granada,Andalucia,8360949.740168284,8420.0,0.53,0.47,0.14,0.68,0.18,0.17,0.54,0.14,0.14,36.54,23816.25,0.98,0.02,4915.0,0.63
900,4746,La Mojonera,Almería,Andalucia,10482972.383717656,9335.0,0.54,0.46,0.18,0.73,0.09,0.25,0.56,0.01,0.18,146.12,20529.2,0.56,0.44,3705.0,0.84
901,18197,Pulianas,Granada,Andalucia,6326329.671106397,17465.0,0.51,0.49,0.21,0.7,0.1,0.08,0.62,0.1,0.21,1112.18,23324.67,0.98,0.02,7660.0,0.81
902,18812,Freila,Granada,Andalucia,74450702.65320545,8140.0,0.5,0.5,0.14,0.62,0.25,0.24,0.59,0.04,0.14,15.21,18474.12,0.96,0.04,4925.0,0.66
903,18550,Iznalloz,Granada,Andalucia,215056927.52805516,23330.0,0.52,0.48,0.18,0.66,0.16,0.2,0.54,0.08,0.18,746.26,17310.29,0.96,0.04,13485.0,0.66
904,18616,Vélez de Benaudalla,Granada,Andalucia,42033730.62251527,14010.0,0.52,0.49,0.16,0.7,0.14,0.15,0.61,0.09,0.16,175.74,20768.11,0.93,0.07,7825.0,0.65
905,18150,Gójar,Granada,Andalucia,11996891.954984447,21350.0,0.51,0.49,0.19,0.7,0.11,0.06,0.57,0.18,0.19,1744.76,28520.92,0.96,0.05,10405.0,0.75
906,18659,Dúrcal,Granada,Andalucia,8980284.783841642,31355.0,0.51,0.49,0.16,0.64,0.21,0.17,0.58,0.09,0.16,115.34,20275.73,0.94,0.06,18795.0,0.65
907,18540,Gobernador,Granada,Andalucia,7775199.8945055315,13310.0,0.51,0.49,0.14,0.6,0.25,0.27,0.52,0.07,0.14,16.79,18278.53,0.97,0.03,8430.0,0.6
908,18860,Guadix,Granada,Andalucia,65173692.05668894,12505.0,0.49,0.5,0.12,0.62,0.26,0.21,0.61,0.06,0.12,9.25,18956.83,0.95,0.05,8380.0,0.62
909,18500,Guadix,Granada,Andalucia,125082828.7732562,27945.0,0.5,0.5,0.15,0.65,0.2,0.18,0.56,0.11,0.15,3573.65,20807.78,0.97,0.02,15550.0,0.69
910,18740,Gualchos,Granada,Andalucia,920610.8173036721,5000.0,0.53,0.47,0.14,0.69,0.17,0.18,0.59,0.09,0.14,1503.7,19891.0,0.73,0.27,4320.0,0.42
911,18710,Órgiva,Granada,Andalucia,38226022.736451305,14140.0,0.53,0.48,0.12,0.66,0.22,0.23,0.56,0.09,0.12,25.42,16585.33,0.8,0.2,11025.0,0.51
912,18381,Íllora,Granada,Andalucia,29191349.390954524,6995.0,0.49,0.51,0.18,0.62,0.2,0.22,0.55,0.04,0.18,48.64,13483.2,0.95,0.05,3245.0,0.89
913,18630,Villa de Otura,Granada,Andalucia,24323809.7067286,20225.0,0.52,0.47,0.2,0.68,0.11,0.08,0.54,0.17,0.2,507.56,25734.8,0.92,0.08,11245.0,0.67
914,18513,Ferreira,Granada,Andalucia,38724889.78711423,8375.0,0.52,0.48,0.12,0.61,0.28,0.24,0.57,0.07,0.12,10.94,19617.73,0.97,0.03,6320.0,0.58
915,18328,Pinos Puente,Granada,Andalucia,30402186.713454124,17495.0,0.49,0.51,0.2,0.64,0.16,0.12,0.63,0.05,0.2,315.44,15072.75,0.96,0.04,9430.0,0.73
916,14013,Córdoba,Córdoba,Andalucia,49479395.77057893,31050.0,0.51,0.49,0.18,0.67,0.17,0.14,0.62,0.06,0.18,13817.7,18542.35,0.95,0.06,17315.0,0.79
917,18656,Lecrín,Granada,Andalucia,40457606.503761895,6620.0,0.5,0.5,0.13,0.61,0.26,0.18,0.59,0.09,0.13,45.28,20157.5,0.94,0.06,4335.0,0.62
918,18151,Ogíjares,Granada,Andalucia,6036106.810420092,21440.0,0.51,0.49,0.21,0.7,0.09,0.06,0.55,0.19,0.21,2980.69,27668.36,0.97,0.03,10890.0,0.73
919,18514,Aldeire,Granada,Andalucia,53418091.71817082,5825.0,0.52,0.48,0.09,0.61,0.3,0.24,0.58,0.08,0.09,19.14,19086.5,0.96,0.03,5520.0,0.45
920,18293,Íllora,Granada,Andalucia,18760916.49223535,9445.0,0.49,0.52,0.19,0.62,0.18,0.2,0.57,0.03,0.19,122.88,11689.17,0.97,0.04,4115.0,0.89
921,18567,Domingo Pérez de Granada,Granada,Andalucia,21078916.376884665,18390.0,0.52,0.48,0.16,0.64,0.2,0.24,0.55,0.05,0.16,147.87,14342.6,0.95,0.05,10840.0,0.65
922,18439,Cástaras,Granada,Andalucia,28335356.88767084,2240.0,0.53,0.46,0.11,0.6,0.29,0.23,0.59,0.08,0.11,14.77,17093.0,0.9,0.1,1950.0,0.48
923,18199,Cájar,Granada,Andalucia,1647908.3119423885,17860.0,0.5,0.5,0.19,0.7,0.12,0.07,0.51,0.23,0.19,1976.66,30206.38,0.96,0.04,8955.0,0.72
924,18512,Dólar,Granada,Andalucia,15934116.269064225,20060.0,0.52,0.48,0.13,0.62,0.25,0.23,0.58,0.06,0.13,10.95,19737.29,0.97,0.03,13315.0,0.62
925,18300,Huétor Tájar,Granada,Andalucia,1510159.3991211825,33245.0,0.5,0.5,0.15,0.65,0.2,0.23,0.54,0.08,0.15,4794.21,19524.62,0.96,0.04,17585.0,0.72
926,18350,Íllora,Granada,Andalucia,26693877.91425008,5875.0,0.56,0.44,0.16,0.67,0.17,0.23,0.59,0.02,0.16,881.78,16817.8,0.98,0.02,2950.0,0.82
927,18512,Dólar,Granada,Andalucia,20511111.11869692,20060.0,0.52,0.48,0.13,0.62,0.25,0.23,0.58,0.06,0.13,10.95,19737.29,0.97,0.03,13315.0,0.62
928,18213,Jun,Granada,Andalucia,3685645.5079389336,9720.0,0.5,0.5,0.2,0.69,0.11,0.09,0.59,0.12,0.2,817.39,23371.14,0.95,0.04,4520.0,0.76
929,18569,Montillana,Granada,Andalucia,75118720.30437495,11455.0,0.53,0.47,0.14,0.64,0.22,0.27,0.55,0.05,0.14,19.85,18142.44,0.94,0.06,7400.0,0.61
930,18512,Dólar,Granada,Andalucia,42079029.718684696,20060.0,0.52,0.48,0.13,0.62,0.25,0.23,0.58,0.06,0.13,10.95,19737.29,0.97,0.03,13315.0,0.62
931,18440,Cádiar,Granada,Andalucia,16411872.362642376,4490.0,0.52,0.48,0.1,0.61,0.28,0.22,0.61,0.08,0.1,17.44,17908.8,0.94,0.06,4065.0,0.45
932,18538,Dehesas de Guadix,Granada,Andalucia,6086383.269587503,17225.0,0.52,0.49,0.14,0.6,0.27,0.32,0.51,0.05,0.14,9.6,17517.95,0.98,0.03,10735.0,0.63
933,18538,Dehesas de Guadix,Granada,Andalucia,50816448.44322711,17225.0,0.52,0.49,0.14,0.6,0.27,0.32,0.51,0.05,0.14,9.6,17517.95,0.98,0.03,10735.0,0.63
934,18680,Salobreña,Granada,Andalucia,22709753.55981707,15620.0,0.51,0.49,0.18,0.66,0.17,0.12,0.58,0.13,0.18,4166.76,20465.4,0.91,0.09,18935.0,0.5
935,18128,Zafarraya,Granada,Andalucia,57828997.90943436,8940.0,0.55,0.46,0.13,0.63,0.24,0.21,0.55,0.11,0.13,32.33,17169.17,0.84,0.16,5545.0,0.67
936,18539,Villanueva de las Torres,Granada,Andalucia,66840108.94788296,5035.0,0.49,0.51,0.14,0.61,0.26,0.28,0.54,0.05,0.14,8.38,17169.0,0.98,0.02,3160.0,0.65
937,18212,Güevéjar,Granada,Andalucia,9742446.700875007,11570.0,0.52,0.48,0.16,0.67,0.17,0.14,0.6,0.1,0.16,300.96,21883.75,0.99,0.01,5790.0,0.72
938,18491,Turón,Granada,Andalucia,55533960.16874109,2555.0,0.54,0.46,0.08,0.64,0.26,0.3,0.59,0.04,0.08,8.12,16314.75,0.95,0.06,2065.0,0.53
939,18360,Huétor Tájar,Granada,Andalucia,38410388.45950984,18525.0,0.5,0.5,0.18,0.63,0.19,0.24,0.53,0.06,0.18,2257.11,18937.57,0.95,0.05,9230.0,0.8
940,18830,Huéscar,Granada,Andalucia,473072335.8873822,14890.0,0.51,0.49,0.15,0.58,0.26,0.28,0.5,0.07,0.15,35.26,18345.85,0.95,0.05,10440.0,0.58
941,18519,Purullena,Granada,Andalucia,12166618.624491293,15060.0,0.49,0.51,0.16,0.64,0.2,0.17,0.6,0.07,0.16,56.88,21210.91,0.98,0.02,7920.0,0.69
942,18516,Lugros,Granada,Andalucia,63233589.37380289,15575.0,0.52,0.49,0.13,0.62,0.25,0.23,0.59,0.05,0.13,34.01,18114.73,0.98,0.02,10485.0,0.64
943,18614,Lújar,Granada,Andalucia,36846884.33936493,21410.0,0.54,0.46,0.12,0.72,0.15,0.16,0.63,0.09,0.12,411.61,20006.07,0.75,0.25,18075.0,0.43
944,18517,La Peza,Granada,Andalucia,93146453.12601772,17020.0,0.52,0.48,0.15,0.63,0.22,0.22,0.56,0.07,0.15,29.78,19096.06,0.99,0.01,11640.0,0.59
945,18329,Chimeneas,Granada,Andalucia,90267783.249297,15345.0,0.51,0.49,0.17,0.65,0.18,0.16,0.59,0.08,0.17,73.01,17381.33,0.96,0.04,8080.0,0.69
946,18713,Sorvilán,Granada,Andalucia,27387873.37910371,6065.0,0.54,0.46,0.14,0.65,0.21,0.22,0.57,0.06,0.14,34.14,16182.6,0.79,0.21,4375.0,0.56
947,18311,Zagra,Granada,Andalucia,11332590.1480601,10300.0,0.54,0.46,0.14,0.61,0.24,0.31,0.5,0.05,0.14,27.72,17540.55,0.97,0.03,5765.0,0.79
948,18569,Moclín,Granada,Andalucia,12800012.309049,11455.0,0.53,0.47,0.14,0.64,0.22,0.27,0.55,0.05,0.14,19.85,18142.44,0.94,0.06,7400.0,0.61
949,18310,Salar,Granada,Andalucia,84296850.79350886,9930.0,0.51,0.49,0.17,0.64,0.19,0.22,0.56,0.05,0.17,975.74,18271.29,0.96,0.04,4675.0,0.81
950,18314,Loja,Granada,Andalucia,58860564.31608264,1780.0,0.52,0.48,0.08,0.7,0.2,0.23,0.63,0.06,0.08,8.75,18806.0,0.92,0.08,905.0,0.67
951,18312,Loja,Granada,Andalucia,56759212.11775423,10000.0,0.5,0.5,0.12,0.65,0.23,0.28,0.53,0.07,0.12,42.63,18391.73,0.95,0.05,6160.0,0.66
