,Name,Province,Municipality,Date,SH2,SO2,NO2,CO,PART,O3,geometry
37,EL ARENOSILLO,HUELVA,MOGUER,2011-02-01,,,9.079310344827586,,,73.24827586206898,POINT (-6.734148997051733 37.10399260231942)
38,EL ATABAL,MALAGA,MALAGA,2011-02-01,,7.906896551724136,18.889655172413796,241.95862068965513,31.29310344827586,68.18620689655172,POINT (-4.465558747605344 36.72954853619139)
39,EL BOTICARIO,ALMERIA,ALMERIA,2011-02-01,,,17.720689655172418,,,64.45172413793104,POINT (-2.39057251637134 36.86496130832632)
40,EL EJIDO,ALMERIA,EJIDO (EL),2011-02-01,,9.162068965517243,22.403999999999996,526.8586206896551,31.058620689655175,50.196551724137926,POINT (-2.81089219118489 36.76961955872488)
41,EL VACAR,CORDOBA,VILLAVICIOSA DE CORDOBA,2011-02-01,,,,,,,POINT (-5.015007674821648 38.07616770623098)
42,ESPIEL,CORDOBA,ESPIEL,2011-02-01,,,,,,,POINT (-5.01959042844463 38.18973952866603)
43,FERNAN PEREZ,ALMERIA,NIJAR,2011-02-01,,,,,,,POINT (-2.046826731533552 36.89499849532665)
44,GRANADA-NORTE,GRANADA,GRANADA,2011-02-01,,9.486206896551726,58.2689655172414,452.77931034482754,42.772413793103446,33.65,POINT (-3.612476921114971 37.19618880397014)
45,GUADARRANQUE,CADIZ,SAN ROQUE,2011-02-01,5.56551724137931,9.00689655172414,17.737931034482752,691.0758620689655,,64.13448275862069,POINT (-5.411469551940724 36.18215519965826)
46,JEDULA,CADIZ,ARCOS DE LA FRONTERA,2011-02-01,,4.941379310344827,4.093103448275863,275.7586206896551,24.35517241379311,,POINT (-5.926313830516518 36.72351956077823)
47,JEREZ-CHAPIN,CADIZ,JEREZ DE LA FRONTERA,2011-02-01,,7.342857142857143,27.871428571428567,472.35185185185185,29.110714285714284,46.810714285714276,POINT (-6.117291828616885 36.68856272137957)
48,LA GRANATILLA,ALMERIA,NIJAR,2011-02-01,,,,,,,POINT (-2.167245439427744 36.94973829659759)
49,LA JOYA,ALMERIA,NIJAR,2011-02-01,,8.096428571428572,9.317241379310346,371.8039999999999,,47.32758620689654,POINT (-1.961496869137358 36.95001553972708)
50,LA LINEA,CADIZ,LINEA DE LA CONCEPCION (LA),2011-02-01,,12.558620689655172,26.52413793103448,,28.28965517241379,62.21379310344826,POINT (-5.348332340408881 36.1593054765342)
51,LA ORDEN,HUELVA,HUELVA,2011-02-01,4.4206896551724135,4.648275862068965,24.05862068965518,,21.49655172413793,55.26206896551724,POINT (-6.937838933330299 37.27967808553274)
52,LA RABIDA,HUELVA,PALOS DE LA FRONTERA,2011-02-01,,9.20625,19.425,,22.33125,53.818749999999994,POINT (-6.921076520891956 37.20011913012974)
53,LAS FUENTEZUELAS,JAEN,JAEN,2011-02-01,,10.482758620689655,15.33448275862069,297.6655172413793,,70.97586206896553,POINT (-3.810515401897469 37.78456830550369)
54,LEPANTO,CORDOBA,CORDOBA,2011-02-01,,5.424137931034482,25.73333333333333,343.6689655172414,25.264285714285712,32.52068965517241,POINT (-4.762233174841711 37.89258760429585)
55,LLANO DE DON ANTONIO,ALMERIA,CARBONERAS,2011-02-01,,,,,,,POINT (-1.934309664357113 37.00468548176199)
56,LOS BARRIOS,CADIZ,BARRIOS (LOS),2011-02-01,,10.528571428571428,15.639285714285714,,15.185000000000002,67.57142857142858,POINT (-5.480866966923607 36.17541542593411)
57,LOS ROSALES,HUELVA,HUELVA,2011-02-01,,7.63103448275862,25.97586206896551,647.3517241379312,26.73103448275862,,POINT (-6.925233920194391 37.26023075346434)
58,MADREVIEJA,CADIZ,SAN ROQUE,2011-02-01,,8.334482758620691,9.879310344827585,,,,POINT (-5.404702685004604 36.20442701899566)
59,MALAGA-ESTE,MALAGA,MALAGA,2011-02-01,,,,,,,POINT (-4.355695059954433 36.72609063699967)
60,MARBELLA,MALAGA,MARBELLA,2011-02-01,,6.106896551724137,18.962068965517236,564.8379310344828,11.824137931034484,65.59999999999998,POINT (-4.979640189255631 36.49801946301904)
61,MARBELLA ARCO,MALAGA,MARBELLA,2011-02-01,,,,,,,POINT (-4.864597933081661 36.50890540907309)
62,MARISMAS DEL TITAN,HUELVA,HUELVA,2011-02-01,,6.503448275862068,25.855172413793106,537.5896551724138,19.116666666666667,,POINT (-6.942212305153909 37.25257851101014)
63,MATALASCAÑAS,HUELVA,ALMONTE,2011-02-01,,6.346428571428571,6.1000000000000005,,22.03214285714285,48.49285714285714,POINT (-6.569595698448131 37.01649181400418)
64,MAZAGON,HUELVA,MOGUER,2011-02-01,,5.427586206896552,15.031034482758617,765.1310344827584,16.089655172413792,68.43793103448276,POINT (-6.807392785230685 37.13375712400517)
65,MEDITERRANEO,ALMERIA,ALMERIA,2011-02-01,,7.385714285714286,41.614285714285714,361.2857142857142,23.33793103448276,40.48571428571428,POINT (-2.446615470988551 36.84138179195396)
66,MOGUER,HUELVA,MOGUER,2011-02-01,,9.46206896551724,16.662068965517243,,17.16551724137931,57.32758620689656,POINT (-6.833803970739923 37.28161043356899)
67,MOJACAR,ALMERIA,MOJACAR,2011-02-01,,,,,,,POINT (-1.839403002018332 37.13864106657)
68,MOTRIL,GRANADA,MOTRIL,2011-02-01,,6.482758620689657,22.67586206896552,437.79310344827593,21.089655172413792,67.14285714285715,POINT (-3.517505650125557 36.74281450053311)
69,NIEBLA,HUELVA,NIEBLA,2011-02-01,,3.424137931034483,12.43793103448276,,25.4551724137931,,POINT (-6.676711000442729 37.36064963431706)
70,NIJAR,ALMERIA,NIJAR,2011-02-01,,,,,,,POINT (-2.206778759069447 36.96580590066471)
71,OBEJO,CORDOBA,OBEJO,2011-02-01,,2.0833333333333335,17.236,,13.100000000000001,,POINT (-4.798487686803214 38.13085614914694)
72,PALACIO DE CONGRESOS,GRANADA,GRANADA,2011-02-01,,9.175862068965518,39.26206896551723,368.00689655172414,27.731034482758623,41.810344827586206,POINT (-3.600044619755812 37.16560072404534)
73,PALOMARES,ALMERIA,CUEVAS DEL ALMANZORA,2011-02-01,,13.76206896551724,8.299999999999999,,25.868181818181824,,POINT (-1.78174747808588 37.25504726270489)
74,PALOS,HUELVA,PALOS DE LA FRONTERA,2011-02-01,2.9241379310344833,10.486206896551725,15.030000000000001,,20.57931034482759,,POINT (-6.888477285191335 37.21929165492221)
75,PASEOS UNIVERSITARIOS,GRANADA,GRANADA,2011-02-01,,,,,,,POINT (-3.611315071913136 37.18273657119414)
76,POBLADO,CORDOBA,ESPIEL,2011-02-01,,6.765217391304346,4.575,,12.724000000000004,,POINT (-4.926776776762442 38.10815041185169)
77,POZO DULCE,HUELVA,HUELVA,2011-02-01,3.9103448275862065,6.3068965517241375,,143.19655172413792,22.16,,POINT (-6.935144188656233 37.25342402085498)
78,PRADO REY,CADIZ,PRADO DEL REY,2011-02-01,,8.741379310344827,5.417241379310345,411.14285714285717,17.799999999999994,86.34827586206896,POINT (-5.531675992091328 36.79446598532836)
79,PRINCIPES,SEVILLA,SEVILLA,2011-02-01,,4.23103448275862,42.49655172413792,384.05172413793105,33.46206896551725,,POINT (-6.005602265467727 37.37522946529075)
80,PUENTE MAYORGA,CADIZ,SAN ROQUE,2011-02-01,2.8379310344827586,18.01724137931034,,,,,POINT (-5.382402879631801 36.18043191029771)
81,PUERTO DE ALMERIA,ALMERIA,ALMERIA,2011-02-01,,,,,,,POINT (-2.479552547275992 36.83659868549702)
82,PUNTA UMBRIA,HUELVA,PUNTA UMBRIA,2011-02-01,,8.072413793103449,17.714814814814815,,25.137931034482758,51.020689655172404,POINT (-6.964481343067833 37.18564335524399)
83,PZA. DEL CASTILLO,ALMERIA,CARBONERAS,2011-02-01,,5.910344827586207,10.744827586206895,,17.424137931034483,,POINT (-1.895332449367144 36.99680598073193)
84,RANILLA,SEVILLA,SEVILLA,2011-02-01,,4.6689655172413795,54.78965517241378,603.5964285714286,,,POINT (-5.95958956706311 37.3842309189668)
85,RIO SAN PEDRO,CADIZ,PUERTO REAL,2011-02-01,,8.951724137931038,23.979310344827585,,22.010344827586202,49.993103448275875,POINT (-6.225133829734586 36.52281772376452)
86,RODALQUILAR,ALMERIA,NIJAR,2011-02-01,,8.544444444444444,10.948275862068966,,17.779310344827586,76.63793103448276,POINT (-2.038180455381593 36.84751947865993)
87,ROMERALEJO,HUELVA,HUELVA,2011-02-01,,6.662068965517241,,,35.815000000000005,,POINT (-6.919048685405994 37.26731545816317)
88,RONDA DEL VALLE,JAEN,JAEN,2011-02-01,,4.789655172413794,35.81724137931034,478.5586206896552,40.010344827586216,49.975862068965505,POINT (-3.78150323838333 37.78232466978504)
89,SAN FERNANDO,CADIZ,SAN FERNANDO,2011-02-01,,7.662068965517241,17.74137931034483,747.2777777777778,25.131034482758622,61.579310344827576,POINT (-6.203039093633443 36.46051521730445)
90,SAN JERONIMO,SEVILLA,SEVILLA,2011-02-01,,,22.97241379310345,,,37.717241379310344,POINT (-5.980385255696033 37.42987594392861)
91,SAN JUAN DEL PUERTO,HUELVA,SAN JUAN DEL PUERTO,2011-02-01,2.1413793103448278,6.441379310344828,26.668965517241375,,33.3551724137931,,POINT (-6.844952686373158 37.31538315053815)
92,SANTA CLARA,SEVILLA,SEVILLA,2011-02-01,,,32.074074074074076,698.303448275862,39.08620689655173,36.703448275862065,POINT (-5.951480547018437 37.39814994346559)
93,SIERRA NORTE,SEVILLA,SAN NICOLAS DEL PUERTO,2011-02-01,,3.7285714285714286,7.017241379310346,,13.813793103448276,55.320689655172416,POINT (-5.666884369411609 37.99436707168308)
94,TORNEO,SEVILLA,SEVILLA,2011-02-01,,3.6482758620689655,57.06206896551725,801.3137931034482,44.889655172413796,29.72758620689655,POINT (-6.003061861615903 37.39452658156043)
95,TORREARENILLA,HUELVA,PALOS DE LA FRONTERA,2011-02-01,,9.944444444444445,6.975862068965517,,1.0,,POINT (-6.879335244805869 37.19123821528311)
96,TORREDONJIMENO,JAEN,TORREDONJIMENO,2011-02-01,,6.2,18.875862068965517,,26.803448275862067,,POINT (-3.947188645379645 37.76221135520967)
97,VALVERDE,HUELVA,VALVERDE DEL CAMINO,2011-02-01,,,,,,63.703703703703695,POINT (-6.739477971187849 37.56720476428471)
98,VILLAHARTA,CORDOBA,VILLAHARTA,2011-02-01,,1.1800000000000002,4.625,207.68400000000003,,73.86399999999999,POINT (-4.902267674247435 38.14145435136004)
99,VILLANUEVA DEL ARZOBISPO,JAEN,VILLANUEVA DEL ARZOBISPO,2011-02-01,,,,606.1965517241379,53.00689655172415,52.606896551724134,POINT (-3.010113112151989 38.1694003272052)
100,VILLARICOS,ALMERIA,CUEVAS DEL ALMANZORA,2011-02-01,,5.113636363636363,7.5379310344827575,,6.0,,POINT (-1.770825534985788 37.25225191408744)
0,AGUA AMARGA,ALMERIA,NIJAR,2011-03-01,,8.625,16.575,,19.434375,63.16249999999999,POINT (-1.934938254755939 36.94112880054492)
1,ALCALA DE GUADAIRA,SEVILLA,ALCALA DE GUADAIRA,2011-03-01,,9.896875,20.031250000000004,406.94062500000007,27.206249999999994,67.56875,POINT (-5.833689863604673 37.34247810274115)
2,ALGAR,CADIZ,ALGAR,2011-03-01,,10.681250000000002,2.91875,245.83437500000008,28.750000000000004,,POINT (-5.663221236847009 36.6571494264956)
3,ALGECIRAS EPS,CADIZ,ALGECIRAS,2011-03-01,,9.20625,28.812500000000007,426.35,,74.41875,POINT (-5.453620580414649 36.1358859882974)
4,ALJARAFE,SEVILLA,MAIRENA DEL ALJARAFE,2011-03-01,,7.984374999999998,18.262500000000003,,24.809375,62.45625,POINT (-6.042458170589498 37.34076045518309)
5,ARCOS,CADIZ,ARCOS DE LA FRONTERA,2011-03-01,,6.824137931034482,4.006896551724138,470.5793103448276,18.803448275862067,94.6413793103448,POINT (-5.743645869095716 36.73971352831157)
6,ASOMADILLA,CORDOBA,CORDOBA,2011-03-01,,8.271875000000001,12.528571428571428,278.01875,20.972,60.278124999999996,POINT (-4.779710242859364 37.90274084511806)
7,AVDA. AL-NASIR,CORDOBA,CORDOBA,2011-03-01,,,,,,,POINT (-4.780097860757917 37.89260658194809)
8,Avda. MARCONI,CADIZ,CADIZ,2011-03-01,,8.621875000000001,20.871874999999996,402.821875,29.256250000000005,82.57499999999999,POINT (-6.268560442387801 36.50609236735126)
9,AVENIDA JUAN XXIII,MALAGA,MALAGA,2011-03-01,,,,,,,POINT (-4.444642248123408 36.70903165956727)
10,BAILEN,JAEN,BAILEN,2011-03-01,,6.928125,21.453125,189.92187499999997,38.8,62.231249999999996,POINT (-3.783864874130766 38.09295638662752)
11,BEDAR,ALMERIA,BEDAR,2011-03-01,,4.015625000000001,8.240625,,20.153125000000006,100.06250000000001,POINT (-1.97911077217164 37.19301773313732)
12,BENAHADUX,ALMERIA,BENAHADUX,2011-03-01,,2.5687500000000005,,,,60.26562500000001,POINT (-2.463409451137297 36.92313615919152)
13,BERMEJALES,SEVILLA,SEVILLA,2011-03-01,,4.3375,23.2,781.6125000000001,24.565624999999997,52.762499999999996,POINT (-5.979734155447158 37.34719077831389)
14,CAMPAMENTO,CADIZ,SAN ROQUE,2011-03-01,,,,,,,POINT (-5.376688682653863 36.17948252543535)
15,CAMPANILLAS,MALAGA,MALAGA,2011-03-01,,7.783333333333333,11.389999999999997,307.0533333333334,21.66666666666667,76.94999999999999,POINT (-4.561490946907281 36.73022627556985)
16,CAMPILLOS,MALAGA,CAMPILLOS,2011-03-01,,,8.856249999999998,,,89.05,POINT (-4.845332259019838 36.96306433920137)
17,CAMPOHERMOSO,ALMERIA,NIJAR,2011-03-01,,8.165625,11.237499999999997,,17.499999999999996,78.878125,POINT (-2.13883991187908 36.93378768093832)
18,CAMPUS EL CARMEN,HUELVA,HUELVA,2011-03-01,,8.509375,10.059375000000001,628.7384615384615,17.265625,67.97500000000001,POINT (-6.925262584688053 37.27166240500601)
19,CARBONERAS,ALMERIA,CARBONERAS,2011-03-01,,4.265625,11.643749999999997,,24.856249999999992,,POINT (-1.892256085285251 36.99939497237954)
20,CARRANQUE,MALAGA,MALAGA,2011-03-01,,8.596774193548388,30.245161290322585,342.2419354838711,29.477419354838716,63.70967741935483,POINT (-4.447476460817017 36.71963192865133)
21,CARTAYA,HUELVA,CARTAYA,2011-03-01,,,,,,60.193333333333335,POINT (-7.149621112095455 37.29592270461294)
22,CARTUJA,CADIZ,JEREZ DE LA FRONTERA,2011-03-01,,2.14,4.153125,303.5692307692307,23.924999999999997,69.36874999999999,POINT (-6.114685621800139 36.66088405587969)
23,CENTRO,SEVILLA,SEVILLA,2011-03-01,,2.1156250000000005,27.387499999999992,1192.29375,,57.215625,POINT (-5.991463212346508 37.38807831537342)
24,CIUDAD DEPORTIVA,GRANADA,ARMILLA,2011-03-01,,7.596774193548386,29.922580645161286,170.5258064516129,29.28709677419355,,POINT (-3.619137405016542 37.13560425564472)
25,COBRE LAS CRUCES,SEVILLA,GUILLENA,2011-03-01,,2.59375,8.88125,197.92187500000003,20.084375000000005,62.62187499999999,POINT (-6.036145321538837 37.55479486330152)
26,CORTIJILLOS,CADIZ,BARRIOS (LOS),2011-03-01,4.664516129032258,13.800000000000002,19.07741935483871,405.26451612903224,,65.6483870967742,POINT (-5.435757767267622 36.19046080583075)
27,DOS HERMANAS,SEVILLA,DOS HERMANAS,2011-03-01,,6.715624999999999,20.228125,466.425,,62.890625,POINT (-5.913843838237383 37.2845132304213)
28,E1: COLEGIO LOS BARRIOS,CADIZ,BARRIOS (LOS),2011-03-01,,8.543749999999998,16.134375000000002,,25.034374999999997,,POINT (-5.488878340182611 36.18563707858645)
29,E2:ALCORNOCALES,CADIZ,BARRIOS (LOS),2011-03-01,,11.799999999999999,5.4799999999999995,,16.838709677419356,76.03,POINT (-5.663672396284856 36.23373664042163)
30,E3: COLEGIO CARTEYA,CADIZ,SAN ROQUE,2011-03-01,,1.45,10.571875,,23.978125000000002,87.93125,POINT (-5.391428513125806 36.20879765231249)
31,E4:RINCONCILLO,CADIZ,ALGECIRAS,2011-03-01,,7.93125,19.928124999999998,,41.63103448275863,,POINT (-5.442583247955641 36.16175626687351)
32,E5: PALMONES,CADIZ,BARRIOS (LOS),2011-03-01,,5.1625,21.009375000000006,,34.893750000000004,,POINT (-5.432761245531878 36.17468770448831)
33,E6: ESTACION DE FFCC S. ROQUE,CADIZ,SAN ROQUE,2011-03-01,,4.7290322580645165,10.278124999999998,,23.815625,,POINT (-5.430308024723687 36.2119764761002)
34,E7:EL ZABAL,CADIZ,LINEA DE LA CONCEPCION (LA),2011-03-01,,3.7968749999999996,13.193749999999998,,40.71875000000001,,POINT (-5.341824186312244 36.17288547216037)
35,ECONOMATO,CADIZ,SAN ROQUE,2011-03-01,,14.775,9.806250000000002,,,,POINT (-5.380810475453659 36.18621015013454)
36,E. DE HOSTELERIA,CADIZ,SAN ROQUE,2011-03-01,,5.328125000000001,15.349999999999998,408.18666666666667,,,POINT (-5.383685321785163 36.20388782686938)
37,EL ARENOSILLO,HUELVA,MOGUER,2011-03-01,,,4.143750000000001,,,81.39687499999998,POINT (-6.734148997051733 37.10399260231942)
38,EL ATABAL,MALAGA,MALAGA,2011-03-01,,9.412500000000001,17.881249999999994,211.98125000000002,30.67692307692308,80.484375,POINT (-4.465558747605344 36.72954853619139)
39,EL BOTICARIO,ALMERIA,ALMERIA,2011-03-01,,,13.862500000000002,,,79.565625,POINT (-2.39057251637134 36.86496130832632)
40,EL EJIDO,ALMERIA,EJIDO (EL),2011-03-01,,12.843750000000004,15.278125,365.7656249999999,25.47812499999999,63.35624999999998,POINT (-2.81089219118489 36.76961955872488)
41,EL VACAR,CORDOBA,VILLAVICIOSA DE CORDOBA,2011-03-01,,,,,,,POINT (-5.015007674821648 38.07616770623098)
42,ESPIEL,CORDOBA,ESPIEL,2011-03-01,,,,,,,POINT (-5.01959042844463 38.18973952866603)
43,FERNAN PEREZ,ALMERIA,NIJAR,2011-03-01,,,,,,,POINT (-2.046826731533552 36.89499849532665)
44,GRANADA-NORTE,GRANADA,GRANADA,2011-03-01,,8.51875,46.540625000000006,422.709375,34.912499999999994,48.91875000000001,POINT (-3.612476921114971 37.19618880397014)
45,GUADARRANQUE,CADIZ,SAN ROQUE,2011-03-01,2.4740740740740743,14.828125,23.021875,823.83125,,84.96562500000002,POINT (-5.411469551940724 36.18215519965826)
46,JEDULA,CADIZ,ARCOS DE LA FRONTERA,2011-03-01,,6.85,4.565625000000001,316.890625,26.087499999999995,,POINT (-5.926313830516518 36.72351956077823)
47,JEREZ-CHAPIN,CADIZ,JEREZ DE LA FRONTERA,2011-03-01,,7.071875000000001,17.859374999999996,355.14375,20.643749999999994,67.41875,POINT (-6.117291828616885 36.68856272137957)
48,LA GRANATILLA,ALMERIA,NIJAR,2011-03-01,,,,,,,POINT (-2.167245439427744 36.94973829659759)
49,LA JOYA,ALMERIA,NIJAR,2011-03-01,,9.278125,7.768749999999999,304.51290322580644,,70.959375,POINT (-1.961496869137358 36.95001553972708)
50,LA LINEA,CADIZ,LINEA DE LA CONCEPCION (LA),2011-03-01,,10.778125000000003,20.196875000000002,,32.974999999999994,79.64999999999999,POINT (-5.348332340408881 36.1593054765342)
51,LA ORDEN,HUELVA,HUELVA,2011-03-01,3.346875,4.146875,18.49375,,20.409375000000004,65.32666666666667,POINT (-6.937838933330299 37.27967808553274)
52,LA RABIDA,HUELVA,PALOS DE LA FRONTERA,2011-03-01,,18.833333333333332,9.833333333333334,,16.533333333333335,54.5,POINT (-6.921076520891956 37.20011913012974)
53,LAS FUENTEZUELAS,JAEN,JAEN,2011-03-01,,10.271875,11.25,300.53125,,84.921875,POINT (-3.810515401897469 37.78456830550369)
54,LEPANTO,CORDOBA,CORDOBA,2011-03-01,,4.944444444444444,21.700000000000003,331.6148148148149,25.511111111111106,52.58518518518518,POINT (-4.762233174841711 37.89258760429585)
55,LLANO DE DON ANTONIO,ALMERIA,CARBONERAS,2011-03-01,,,,,,,POINT (-1.934309664357113 37.00468548176199)
56,LOS BARRIOS,CADIZ,BARRIOS (LOS),2011-03-01,,11.251612903225805,16.249999999999996,,19.025,80.66875,POINT (-5.480866966923607 36.17541542593411)
57,LOS ROSALES,HUELVA,HUELVA,2011-03-01,,7.065625000000001,21.121875,649.65625,22.368750000000002,,POINT (-6.925233920194391 37.26023075346434)
58,MADREVIEJA,CADIZ,SAN ROQUE,2011-03-01,,7.546875,12.51875,,,,POINT (-5.404702685004604 36.20442701899566)
59,MALAGA-ESTE,MALAGA,MALAGA,2011-03-01,,,,,,,POINT (-4.355695059954433 36.72609063699967)
60,MARBELLA,MALAGA,MARBELLA,2011-03-01,,4.903124999999999,16.434375000000003,565.3249999999999,9.95625,75.18124999999999,POINT (-4.979640189255631 36.49801946301904)
61,MARBELLA ARCO,MALAGA,MARBELLA,2011-03-01,,,,,,,POINT (-4.864597933081661 36.50890540907309)
62,MARISMAS DEL TITAN,HUELVA,HUELVA,2011-03-01,,6.696875,13.940624999999999,436.0870967741936,22.3,,POINT (-6.942212305153909 37.25257851101014)
63,MATALASCAÑAS,HUELVA,ALMONTE,2011-03-01,,3.468750000000001,10.927586206896553,,21.796875,62.44375000000001,POINT (-6.569595698448131 37.01649181400418)
64,MAZAGON,HUELVA,MOGUER,2011-03-01,,4.5625,10.178125,825.1851851851852,16.693548387096776,80.76875,POINT (-6.807392785230685 37.13375712400517)
65,MEDITERRANEO,ALMERIA,ALMERIA,2011-03-01,,7.875,26.6625,290.10312500000003,23.190625000000004,63.103125000000006,POINT (-2.446615470988551 36.84138179195396)
66,MOGUER,HUELVA,MOGUER,2011-03-01,,5.34375,12.203124999999998,,17.393333333333334,67.25,POINT (-6.833803970739923 37.28161043356899)
67,MOJACAR,ALMERIA,MOJACAR,2011-03-01,,,,,,,POINT (-1.839403002018332 37.13864106657)
68,MOTRIL,GRANADA,MOTRIL,2011-03-01,,6.353125000000001,20.584375,387.99687499999993,26.35,75.803125,POINT (-3.517505650125557 36.74281450053311)
69,NIEBLA,HUELVA,NIEBLA,2011-03-01,,5.125,14.5125,,23.456249999999997,,POINT (-6.676711000442729 37.36064963431706)
70,NIJAR,ALMERIA,NIJAR,2011-03-01,,,,,,,POINT (-2.206778759069447 36.96580590066471)
71,OBEJO,CORDOBA,OBEJO,2011-03-01,,3.963333333333333,13.713333333333335,,14.373333333333331,,POINT (-4.798487686803214 38.13085614914694)
72,PALACIO DE CONGRESOS,GRANADA,GRANADA,2011-03-01,,5.215624999999998,33.590625,306.2875000000001,27.428125,53.409375000000004,POINT (-3.600044619755812 37.16560072404534)
73,PALOMARES,ALMERIA,CUEVAS DEL ALMANZORA,2011-03-01,,14.121875,12.743749999999999,,35.6,,POINT (-1.78174747808588 37.25504726270489)
74,PALOS,HUELVA,PALOS DE LA FRONTERA,2011-03-01,3.6031249999999995,6.399999999999999,8.837499999999999,,19.675,,POINT (-6.888477285191335 37.21929165492221)
75,PASEOS UNIVERSITARIOS,GRANADA,GRANADA,2011-03-01,,,,,,,POINT (-3.611315071913136 37.18273657119414)
76,POBLADO,CORDOBA,ESPIEL,2011-03-01,,6.737037037037038,11.87,,13.33,,POINT (-4.926776776762442 38.10815041185169)
77,POZO DULCE,HUELVA,HUELVA,2011-03-01,3.14375,8.241935483870968,,138.39687500000002,27.229999999999997,,POINT (-6.935144188656233 37.25342402085498)
78,PRADO REY,CADIZ,PRADO DEL REY,2011-03-01,,9.278125000000001,7.328125,450.5625,15.746875000000003,50.39090909090908,POINT (-5.531675992091328 36.79446598532836)
79,PRINCIPES,SEVILLA,SEVILLA,2011-03-01,,5.00625,33.474999999999994,323.3125,26.318749999999994,,POINT (-6.005602265467727 37.37522946529075)
80,PUENTE MAYORGA,CADIZ,SAN ROQUE,2011-03-01,4.734374999999999,11.546874999999998,,,,,POINT (-5.382402879631801 36.18043191029771)
