,Name,Province,Municipality,Date,SH2,SO2,NO2,CO,PART,O3,geometry
71,OBEJO,CORDOBA,OBEJO,2010-12-01,,1.7133333333333332,16.5125,,11.160714285714286,,POINT (-4.798487686803214 38.13085614914694)
72,PALACIO DE CONGRESOS,GRANADA,GRANADA,2010-12-01,,10.465625000000003,40.91250000000001,388.9250000000001,31.445161290322577,29.540625000000006,POINT (-3.600044619755812 37.16560072404534)
73,PALOMARES,ALMERIA,CUEVAS DEL ALMANZORA,2010-12-01,,9.321874999999997,9.20625,,31.778125,,POINT (-1.78174747808588 37.25504726270489)
74,PALOS,HUELVA,PALOS DE LA FRONTERA,2010-12-01,7.75,18.221052631578946,16.14090909090909,,20.08,,POINT (-6.888477285191335 37.21929165492221)
75,PASEOS UNIVERSITARIOS,GRANADA,GRANADA,2010-12-01,,,,,,,POINT (-3.611315071913136 37.18273657119414)
76,POBLADO,CORDOBA,ESPIEL,2010-12-01,,4.966666666666667,1.1199999999999999,,12.874193548387098,,POINT (-4.926776776762442 38.10815041185169)
77,POZO DULCE,HUELVA,HUELVA,2010-12-01,2.35,8.465625000000001,,139.62812499999995,33.4125,,POINT (-6.935144188656233 37.25342402085498)
78,PRADO REY,CADIZ,PRADO DEL REY,2010-12-01,,9.024137931034483,5.325,299.0,20.299999999999997,71.33793103448276,POINT (-5.531675992091328 36.79446598532836)
79,PRINCIPES,SEVILLA,SEVILLA,2010-12-01,,4.65,32.478125000000006,467.55,27.4625,,POINT (-6.005602265467727 37.37522946529075)
80,PUENTE MAYORGA,CADIZ,SAN ROQUE,2010-12-01,4.278125,17.931250000000002,,,,,POINT (-5.382402879631801 36.18043191029771)
81,PUERTO DE ALMERIA,ALMERIA,ALMERIA,2010-12-01,,,,,,,POINT (-2.479552547275992 36.83659868549702)
82,PUNTA UMBRIA,HUELVA,PUNTA UMBRIA,2010-12-01,,4.789655172413793,47.18749999999999,,7.2142857142857135,56.358620689655176,POINT (-6.964481343067833 37.18564335524399)
83,PZA. DEL CASTILLO,ALMERIA,CARBONERAS,2010-12-01,,8.509375,10.440625,,16.387500000000003,,POINT (-1.895332449367144 36.99680598073193)
84,RANILLA,SEVILLA,SEVILLA,2010-12-01,,5.296875,35.92499999999999,677.784375,,,POINT (-5.95958956706311 37.3842309189668)
85,RIO SAN PEDRO,CADIZ,PUERTO REAL,2010-12-01,,8.449999999999998,15.165625,,22.775000000000002,49.69687499999999,POINT (-6.225133829734586 36.52281772376452)
86,RODALQUILAR,ALMERIA,NIJAR,2010-12-01,,8.534375000000002,16.268749999999997,,17.487499999999997,61.759375,POINT (-2.038180455381593 36.84751947865993)
87,ROMERALEJO,HUELVA,HUELVA,2010-12-01,,10.225000000000001,,,32.353125000000006,,POINT (-6.919048685405994 37.26731545816317)
88,RONDA DEL VALLE,JAEN,JAEN,2010-12-01,,4.765624999999999,28.106249999999996,384.259375,26.67812499999999,41.003125000000004,POINT (-3.78150323838333 37.78232466978504)
89,SAN FERNANDO,CADIZ,SAN FERNANDO,2010-12-01,,11.540625,12.075,449.97500000000014,23.471875,55.80625000000001,POINT (-6.203039093633443 36.46051521730445)
90,SAN JERONIMO,SEVILLA,SEVILLA,2010-12-01,,,22.546874999999993,,,42.453125,POINT (-5.980385255696033 37.42987594392861)
91,SAN JUAN DEL PUERTO,HUELVA,SAN JUAN DEL PUERTO,2010-12-01,1.4874999999999998,5.10625,22.284375,,30.734375000000004,,POINT (-6.844952686373158 37.31538315053815)
92,SANTA CLARA,SEVILLA,SEVILLA,2010-12-01,,,30.687499999999996,436.20625000000007,28.95,32.828125,POINT (-5.951480547018437 37.39814994346559)
93,SIERRA NORTE,SEVILLA,SAN NICOLAS DEL PUERTO,2010-12-01,,5.739999999999999,7.975,,10.890625000000002,57.32500000000001,POINT (-5.666884369411609 37.99436707168308)
94,TORNEO,SEVILLA,SEVILLA,2010-12-01,,2.915625,46.12187499999999,679.6937500000003,44.634375000000006,26.128125,POINT (-6.003061861615903 37.39452658156043)
95,TORREARENILLA,HUELVA,PALOS DE LA FRONTERA,2010-12-01,,10.237499999999999,7.271875,,5.76,,POINT (-6.879335244805869 37.19123821528311)
96,TORREDONJIMENO,JAEN,TORREDONJIMENO,2010-12-01,,5.275,16.484375,,21.043750000000003,,POINT (-3.947188645379645 37.76221135520967)
97,VALVERDE,HUELVA,VALVERDE DEL CAMINO,2010-12-01,,,,,,65.53333333333333,POINT (-6.739477971187849 37.56720476428471)
98,VILLAHARTA,CORDOBA,VILLAHARTA,2010-12-01,,4.166666666666667,4.424137931034482,248.35333333333335,,48.916666666666664,POINT (-4.902267674247435 38.14145435136004)
99,VILLANUEVA DEL ARZOBISPO,JAEN,VILLANUEVA DEL ARZOBISPO,2010-12-01,,,,678.3718749999999,35.25625000000001,42.871875,POINT (-3.010113112151989 38.1694003272052)
100,VILLARICOS,ALMERIA,CUEVAS DEL ALMANZORA,2010-12-01,,4.6625,6.764999999999999,,43.099999999999994,,POINT (-1.770825534985788 37.25225191408744)
0,AGUA AMARGA,ALMERIA,NIJAR,2011-01-01,,8.859375,13.140625000000002,,13.1625,44.578124999999986,POINT (-1.934938254755939 36.94112880054492)
1,ALCALA DE GUADAIRA,SEVILLA,ALCALA DE GUADAIRA,2011-01-01,,6.896666666666665,27.483333333333338,356.9066666666667,24.28000000000001,39.86000000000001,POINT (-5.833689863604673 37.34247810274115)
2,ALGAR,CADIZ,ALGAR,2011-01-01,,8.128571428571428,3.00625,518.4156250000001,26.7125,,POINT (-5.663221236847009 36.6571494264956)
3,ALGECIRAS EPS,CADIZ,ALGECIRAS,2011-01-01,,12.821875000000002,25.025,470.925,,76.37407407407409,POINT (-5.453620580414649 36.1358859882974)
4,ALJARAFE,SEVILLA,MAIRENA DEL ALJARAFE,2011-01-01,,2.6875,24.043749999999996,,27.259375,37.140625,POINT (-6.042458170589498 37.34076045518309)
5,ARCOS,CADIZ,ARCOS DE LA FRONTERA,2011-01-01,,7.538461538461539,4.076923076923077,441.0583333333332,23.242307692307698,65.31923076923077,POINT (-5.743645869095716 36.73971352831157)
6,ASOMADILLA,CORDOBA,CORDOBA,2011-01-01,,9.065624999999997,17.956249999999997,215.29687500000003,22.424999999999997,32.840625,POINT (-4.779710242859364 37.90274084511806)
7,AVDA. AL-NASIR,CORDOBA,CORDOBA,2011-01-01,,,,,,,POINT (-4.780097860757917 37.89260658194809)
8,Avda. MARCONI,CADIZ,CADIZ,2011-01-01,,8.125,27.221875000000004,518.571875,37.24687499999999,52.071875000000006,POINT (-6.268560442387801 36.50609236735126)
9,AVENIDA JUAN XXIII,MALAGA,MALAGA,2011-01-01,,,,,,,POINT (-4.444642248123408 36.70903165956727)
10,BAILEN,JAEN,BAILEN,2011-01-01,,18.006666666666668,26.237499999999997,635.7156249999999,50.43125,31.521875,POINT (-3.783864874130766 38.09295638662752)
11,BEDAR,ALMERIA,BEDAR,2011-01-01,,,,,,,POINT (-1.97911077217164 37.19301773313732)
12,BENAHADUX,ALMERIA,BENAHADUX,2011-01-01,,5.140624999999999,10.203125,67.4909090909091,,25.35483870967742,POINT (-2.463409451137297 36.92313615919152)
13,BERMEJALES,SEVILLA,SEVILLA,2011-01-01,,4.840625000000001,31.774999999999995,578.4874999999998,16.71875,31.378125000000004,POINT (-5.979734155447158 37.34719077831389)
14,CAMPAMENTO,CADIZ,SAN ROQUE,2011-01-01,,,,,,,POINT (-5.376688682653863 36.17948252543535)
15,CAMPANILLAS,MALAGA,MALAGA,2011-01-01,,8.0125,15.081250000000002,761.7531250000002,24.7,52.25937500000001,POINT (-4.561490946907281 36.73022627556985)
16,CAMPILLOS,MALAGA,CAMPILLOS,2011-01-01,,,8.01875,,,68.775,POINT (-4.845332259019838 36.96306433920137)
17,CAMPOHERMOSO,ALMERIA,NIJAR,2011-01-01,,5.846874999999998,13.488888888888889,,17.640625,47.578125,POINT (-2.13883991187908 36.93378768093832)
18,CAMPUS EL CARMEN,HUELVA,HUELVA,2011-01-01,,8.5,15.515625,350.50625,20.75,41.459375,POINT (-6.925262584688053 37.27166240500601)
19,CARBONERAS,ALMERIA,CARBONERAS,2011-01-01,,3.9624999999999986,21.190624999999997,,17.221874999999997,,POINT (-1.892256085285251 36.99939497237954)
20,CARRANQUE,MALAGA,MALAGA,2011-01-01,,8.396874999999998,37.296875000000014,412.75312500000007,27.668750000000003,38.275000000000006,POINT (-4.447476460817017 36.71963192865133)
21,CARTAYA,HUELVA,CARTAYA,2011-01-01,,,,,,50.949999999999996,POINT (-7.149621112095455 37.29592270461294)
22,CARTUJA,CADIZ,JEREZ DE LA FRONTERA,2011-01-01,,2.475,6.412500000000001,404.69375,26.615625,39.028125,POINT (-6.114685621800139 36.66088405587969)
23,CENTRO,SEVILLA,SEVILLA,2011-01-01,,3.4312499999999995,35.478125,837.0375,,31.590625000000003,POINT (-5.991463212346508 37.38807831537342)
24,CIUDAD DEPORTIVA,GRANADA,ARMILLA,2011-01-01,,9.162500000000001,27.021874999999994,719.0624999999999,31.012499999999992,,POINT (-3.619137405016542 37.13560425564472)
25,COBRE LAS CRUCES,SEVILLA,GUILLENA,2011-01-01,,2.39375,6.409374999999999,357.5468749999999,15.00625,40.409375,POINT (-6.036145321538837 37.55479486330152)
26,CORTIJILLOS,CADIZ,BARRIOS (LOS),2011-01-01,1.993548387096774,12.393750000000004,17.815625,453.45937499999997,,55.07500000000001,POINT (-5.435757767267622 36.19046080583075)
27,DOS HERMANAS,SEVILLA,DOS HERMANAS,2011-01-01,,5.618750000000001,24.365624999999998,786.7612903225807,,38.95,POINT (-5.913843838237383 37.2845132304213)
28,E1: COLEGIO LOS BARRIOS,CADIZ,BARRIOS (LOS),2011-01-01,,9.528125000000001,17.2,,25.315624999999997,,POINT (-5.488878340182611 36.18563707858645)
29,E2:ALCORNOCALES,CADIZ,BARRIOS (LOS),2011-01-01,,8.29,8.086206896551724,,14.1375,46.14375,POINT (-5.663672396284856 36.23373664042163)
30,E3: COLEGIO CARTEYA,CADIZ,SAN ROQUE,2011-01-01,,4.432142857142858,10.859375,,19.853125,59.156250000000014,POINT (-5.391428513125806 36.20879765231249)
31,E4:RINCONCILLO,CADIZ,ALGECIRAS,2011-01-01,,10.084374999999998,22.709375,,39.36333333333334,,POINT (-5.442583247955641 36.16175626687351)
32,E5: PALMONES,CADIZ,BARRIOS (LOS),2011-01-01,,5.471874999999999,24.756250000000005,,31.275000000000006,,POINT (-5.432761245531878 36.17468770448831)
33,E6: ESTACION DE FFCC S. ROQUE,CADIZ,SAN ROQUE,2011-01-01,,5.187500000000001,9.603125,,25.15,,POINT (-5.430308024723687 36.2119764761002)
34,E7:EL ZABAL,CADIZ,LINEA DE LA CONCEPCION (LA),2011-01-01,,9.803124999999998,14.293750000000001,,27.459999999999994,,POINT (-5.341824186312244 36.17288547216037)
35,ECONOMATO,CADIZ,SAN ROQUE,2011-01-01,,13.264516129032257,10.428125000000001,,,,POINT (-5.380810475453659 36.18621015013454)
36,E. DE HOSTELERIA,CADIZ,SAN ROQUE,2011-01-01,,5.800000000000002,18.196875000000002,356.9156250000001,,,POINT (-5.383685321785163 36.20388782686938)
37,EL ARENOSILLO,HUELVA,MOGUER,2011-01-01,,,9.14375,,,55.29687499999999,POINT (-6.734148997051733 37.10399260231942)
38,EL ATABAL,MALAGA,MALAGA,2011-01-01,,5.284375000000001,19.687499999999993,251.38437499999998,21.350000000000005,52.021875,POINT (-4.465558747605344 36.72954853619139)
39,EL BOTICARIO,ALMERIA,ALMERIA,2011-01-01,,,16.20625,,,51.74374999999999,POINT (-2.39057251637134 36.86496130832632)
40,EL EJIDO,ALMERIA,EJIDO (EL),2011-01-01,,4.940624999999999,19.206249999999997,474.06562499999995,30.537499999999998,44.18437500000001,POINT (-2.81089219118489 36.76961955872488)
41,EL VACAR,CORDOBA,VILLAVICIOSA DE CORDOBA,2011-01-01,,,,,,,POINT (-5.015007674821648 38.07616770623098)
42,ESPIEL,CORDOBA,ESPIEL,2011-01-01,,,,,,,POINT (-5.01959042844463 38.18973952866603)
43,FERNAN PEREZ,ALMERIA,NIJAR,2011-01-01,,,,,,,POINT (-2.046826731533552 36.89499849532665)
44,GRANADA-NORTE,GRANADA,GRANADA,2011-01-01,,9.71875,60.13125,581.325,40.425806451612914,21.8,POINT (-3.612476921114971 37.19618880397014)
45,GUADARRANQUE,CADIZ,SAN ROQUE,2011-01-01,6.7444444444444445,22.72592592592593,26.718518518518522,816.5185185185187,,50.28518518518519,POINT (-5.411469551940724 36.18215519965826)
46,JEDULA,CADIZ,ARCOS DE LA FRONTERA,2011-01-01,,4.734375,4.128125,242.68125,20.103125,,POINT (-5.926313830516518 36.72351956077823)
47,JEREZ-CHAPIN,CADIZ,JEREZ DE LA FRONTERA,2011-01-01,,9.220689655172412,26.041379310344833,460.00344827586207,26.37241379310345,33.210344827586205,POINT (-6.117291828616885 36.68856272137957)
48,LA GRANATILLA,ALMERIA,NIJAR,2011-01-01,,,,,,,POINT (-2.167245439427744 36.94973829659759)
49,LA JOYA,ALMERIA,NIJAR,2011-01-01,,7.966666666666667,9.914285714285715,318.22631578947374,,40.509523809523806,POINT (-1.961496869137358 36.95001553972708)
50,LA LINEA,CADIZ,LINEA DE LA CONCEPCION (LA),2011-01-01,,11.690625,23.034374999999994,,31.64375,52.953125,POINT (-5.348332340408881 36.1593054765342)
51,LA ORDEN,HUELVA,HUELVA,2011-01-01,2.93125,4.206250000000001,23.487499999999994,,20.846874999999997,43.287499999999994,POINT (-6.937838933330299 37.27967808553274)
52,LA RABIDA,HUELVA,PALOS DE LA FRONTERA,2011-01-01,,7.953125,14.684375000000001,,18.371875000000003,41.765625,POINT (-6.921076520891956 37.20011913012974)
53,LAS FUENTEZUELAS,JAEN,JAEN,2011-01-01,,9.378125,14.759999999999998,293.62812499999995,,53.725806451612904,POINT (-3.810515401897469 37.78456830550369)
54,LEPANTO,CORDOBA,CORDOBA,2011-01-01,,5.524137931034483,24.47931034482759,647.6034482758622,23.993103448275864,21.52413793103448,POINT (-4.762233174841711 37.89258760429585)
55,LLANO DE DON ANTONIO,ALMERIA,CARBONERAS,2011-01-01,,,,,,,POINT (-1.934309664357113 37.00468548176199)
56,LOS BARRIOS,CADIZ,BARRIOS (LOS),2011-01-01,,11.30625,14.464516129032255,,1.0,59.403125,POINT (-5.480866966923607 36.17541542593411)
57,LOS ROSALES,HUELVA,HUELVA,2011-01-01,,5.9375,25.343750000000004,640.6437500000001,24.503125000000004,,POINT (-6.925233920194391 37.26023075346434)
58,MADREVIEJA,CADIZ,SAN ROQUE,2011-01-01,,6.424999999999999,9.475,,,,POINT (-5.404702685004604 36.20442701899566)
59,MALAGA-ESTE,MALAGA,MALAGA,2011-01-01,,,,,,,POINT (-4.355695059954433 36.72609063699967)
60,MARBELLA,MALAGA,MARBELLA,2011-01-01,,7.371874999999998,17.75625,525.4125,12.809375000000001,49.368750000000006,POINT (-4.979640189255631 36.49801946301904)
61,MARBELLA ARCO,MALAGA,MARBELLA,2011-01-01,,,,,,,POINT (-4.864597933081661 36.50890540907309)
62,MARISMAS DEL TITAN,HUELVA,HUELVA,2011-01-01,,10.146875000000001,23.471875,534.3125,48.286956521739135,,POINT (-6.942212305153909 37.25257851101014)
63,MATALASCAÑAS,HUELVA,ALMONTE,2011-01-01,,5.503125,5.64375,,20.09375,41.831250000000004,POINT (-6.569595698448131 37.01649181400418)
64,MAZAGON,HUELVA,MOGUER,2011-01-01,,7.018750000000002,14.712500000000002,720.0875,14.896875000000001,56.0125,POINT (-6.807392785230685 37.13375712400517)
65,MEDITERRANEO,ALMERIA,ALMERIA,2011-01-01,,7.865625,41.221875,311.59062500000005,25.584375,37.921875,POINT (-2.446615470988551 36.84138179195396)
66,MOGUER,HUELVA,MOGUER,2011-01-01,,8.440625,15.53,,14.365624999999998,46.346875000000004,POINT (-6.833803970739923 37.28161043356899)
67,MOJACAR,ALMERIA,MOJACAR,2011-01-01,,,,,,,POINT (-1.839403002018332 37.13864106657)
68,MOTRIL,GRANADA,MOTRIL,2011-01-01,,5.606249999999999,29.724999999999998,500.38125,21.734374999999996,52.509375,POINT (-3.517505650125557 36.74281450053311)
69,NIEBLA,HUELVA,NIEBLA,2011-01-01,,8.846874999999999,12.174193548387096,,27.078125,,POINT (-6.676711000442729 37.36064963431706)
70,NIJAR,ALMERIA,NIJAR,2011-01-01,,,,,,,POINT (-2.206778759069447 36.96580590066471)
71,OBEJO,CORDOBA,OBEJO,2011-01-01,,0.6966666666666667,15.270000000000001,,12.410344827586208,,POINT (-4.798487686803214 38.13085614914694)
72,PALACIO DE CONGRESOS,GRANADA,GRANADA,2011-01-01,,17.265625,40.69062499999999,348.984375,25.403125000000003,26.15625,POINT (-3.600044619755812 37.16560072404534)
73,PALOMARES,ALMERIA,CUEVAS DEL ALMANZORA,2011-01-01,,11.240625000000001,10.200000000000001,,33.35,,POINT (-1.78174747808588 37.25504726270489)
74,PALOS,HUELVA,PALOS DE LA FRONTERA,2011-01-01,9.277777777777779,11.855172413793106,22.876470588235296,,19.051724137931036,,POINT (-6.888477285191335 37.21929165492221)
75,PASEOS UNIVERSITARIOS,GRANADA,GRANADA,2011-01-01,,,,,,,POINT (-3.611315071913136 37.18273657119414)
76,POBLADO,CORDOBA,ESPIEL,2011-01-01,,5.263333333333333,0.0,,13.254838709677419,,POINT (-4.926776776762442 38.10815041185169)
77,POZO DULCE,HUELVA,HUELVA,2011-01-01,3.1999999999999997,9.034374999999999,,156.67812500000002,43.45416666666667,,POINT (-6.935144188656233 37.25342402085498)
78,PRADO REY,CADIZ,PRADO DEL REY,2011-01-01,,9.053124999999998,4.934375,148.50357142857143,21.743749999999995,71.228125,POINT (-5.531675992091328 36.79446598532836)
79,PRINCIPES,SEVILLA,SEVILLA,2011-01-01,,4.4125,36.11875000000001,405.7531249999999,27.143749999999997,,POINT (-6.005602265467727 37.37522946529075)
80,PUENTE MAYORGA,CADIZ,SAN ROQUE,2011-01-01,4.03125,14.3125,,,,,POINT (-5.382402879631801 36.18043191029771)
81,PUERTO DE ALMERIA,ALMERIA,ALMERIA,2011-01-01,,,,,,,POINT (-2.479552547275992 36.83659868549702)
82,PUNTA UMBRIA,HUELVA,PUNTA UMBRIA,2011-01-01,,7.496875000000001,24.520000000000003,,14.65625,50.128125,POINT (-6.964481343067833 37.18564335524399)
83,PZA. DEL CASTILLO,ALMERIA,CARBONERAS,2011-01-01,,5.7281249999999995,12.609375000000002,,20.028124999999996,,POINT (-1.895332449367144 36.99680598073193)
84,RANILLA,SEVILLA,SEVILLA,2011-01-01,,5.896875,40.112500000000004,756.965625,,,POINT (-5.95958956706311 37.3842309189668)
85,RIO SAN PEDRO,CADIZ,PUERTO REAL,2011-01-01,,8.753125,20.75625,,20.140625,42.815625,POINT (-6.225133829734586 36.52281772376452)
86,RODALQUILAR,ALMERIA,NIJAR,2011-01-01,,8.384375,14.193750000000001,,18.218749999999996,63.05937500000002,POINT (-2.038180455381593 36.84751947865993)
87,ROMERALEJO,HUELVA,HUELVA,2011-01-01,,9.543750000000003,,,32.46538461538462,,POINT (-6.919048685405994 37.26731545816317)
88,RONDA DEL VALLE,JAEN,JAEN,2011-01-01,,4.896874999999999,24.446875,439.25,31.578125,40.60625,POINT (-3.78150323838333 37.78232466978504)
89,SAN FERNANDO,CADIZ,SAN FERNANDO,2011-01-01,,8.78125,16.025000000000002,451.58750000000003,22.737500000000004,51.959374999999994,POINT (-6.203039093633443 36.46051521730445)
90,SAN JERONIMO,SEVILLA,SEVILLA,2011-01-01,,,19.106250000000003,,,31.740624999999998,POINT (-5.980385255696033 37.42987594392861)
91,SAN JUAN DEL PUERTO,HUELVA,SAN JUAN DEL PUERTO,2011-01-01,1.6375000000000004,5.4125,27.5375,,29.5375,,POINT (-6.844952686373158 37.31538315053815)
92,SANTA CLARA,SEVILLA,SEVILLA,2011-01-01,,,32.60312499999999,407.83750000000003,30.115624999999998,28.409375,POINT (-5.951480547018437 37.39814994346559)
93,SIERRA NORTE,SEVILLA,SAN NICOLAS DEL PUERTO,2011-01-01,,4.591304347826087,6.248387096774194,,11.234375,37.42999999999999,POINT (-5.666884369411609 37.99436707168308)
94,TORNEO,SEVILLA,SEVILLA,2011-01-01,,3.1625,41.7,730.4968749999999,46.25,24.08125,POINT (-6.003061861615903 37.39452658156043)
95,TORREARENILLA,HUELVA,PALOS DE LA FRONTERA,2011-01-01,,6.759375000000002,7.321875,,1.0,,POINT (-6.879335244805869 37.19123821528311)
96,TORREDONJIMENO,JAEN,TORREDONJIMENO,2011-01-01,,5.509375,18.243750000000006,,22.271874999999998,,POINT (-3.947188645379645 37.76221135520967)
97,VALVERDE,HUELVA,VALVERDE DEL CAMINO,2011-01-01,,,,,,43.5,POINT (-6.739477971187849 37.56720476428471)
98,VILLAHARTA,CORDOBA,VILLAHARTA,2011-01-01,,4.448387096774193,4.654838709677419,267.96451612903223,,55.0516129032258,POINT (-4.902267674247435 38.14145435136004)
99,VILLANUEVA DEL ARZOBISPO,JAEN,VILLANUEVA DEL ARZOBISPO,2011-01-01,,,,777.2218750000002,42.74062500000001,40.909375,POINT (-3.010113112151989 38.1694003272052)
100,VILLARICOS,ALMERIA,CUEVAS DEL ALMANZORA,2011-01-01,,4.265625,8.15,,33.090625,,POINT (-1.770825534985788 37.25225191408744)
0,AGUA AMARGA,ALMERIA,NIJAR,2011-02-01,,8.810344827586206,11.035714285714286,,19.77777777777778,51.89310344827586,POINT (-1.934938254755939 36.94112880054492)
1,ALCALA DE GUADAIRA,SEVILLA,ALCALA DE GUADAIRA,2011-02-01,,7.555555555555555,34.86666666666666,383.7370370370371,28.99629629629629,48.24814814814814,POINT (-5.833689863604673 37.34247810274115)
2,ALGAR,CADIZ,ALGAR,2011-02-01,,9.29655172413793,4.7,244.07586206896548,30.13928571428571,,POINT (-5.663221236847009 36.6571494264956)
3,ALGECIRAS EPS,CADIZ,ALGECIRAS,2011-02-01,,9.700000000000001,28.789655172413795,485.7000000000001,,76.26551724137929,POINT (-5.453620580414649 36.1358859882974)
4,ALJARAFE,SEVILLA,MAIRENA DEL ALJARAFE,2011-02-01,,6.068965517241379,26.168965517241382,,33.04827586206896,43.62413793103447,POINT (-6.042458170589498 37.34076045518309)
5,ARCOS,CADIZ,ARCOS DE LA FRONTERA,2011-02-01,,7.33448275862069,5.241379310344827,405.25517241379316,25.541379310344823,80.42068965517241,POINT (-5.743645869095716 36.73971352831157)
6,ASOMADILLA,CORDOBA,CORDOBA,2011-02-01,,8.106896551724141,20.724137931034484,242.551724137931,24.94827586206896,48.29310344827587,POINT (-4.779710242859364 37.90274084511806)
7,AVDA. AL-NASIR,CORDOBA,CORDOBA,2011-02-01,,,,,,,POINT (-4.780097860757917 37.89260658194809)
8,Avda. MARCONI,CADIZ,CADIZ,2011-02-01,,7.886206896551721,32.12068965517242,518.6655172413792,39.74137931034481,60.879310344827594,POINT (-6.268560442387801 36.50609236735126)
9,AVENIDA JUAN XXIII,MALAGA,MALAGA,2011-02-01,,,,,,,POINT (-4.444642248123408 36.70903165956727)
10,BAILEN,JAEN,BAILEN,2011-02-01,,3.8999999999999995,30.596551724137928,597.682608695652,54.86206896551723,42.21724137931035,POINT (-3.783864874130766 38.09295638662752)
11,BEDAR,ALMERIA,BEDAR,2011-02-01,,4.5375,9.0,,17.200000000000003,91.19999999999999,POINT (-1.97911077217164 37.19301773313732)
12,BENAHADUX,ALMERIA,BENAHADUX,2011-02-01,,2.875862068965518,13.766666666666667,,,31.644827586206894,POINT (-2.463409451137297 36.92313615919152)
13,BERMEJALES,SEVILLA,SEVILLA,2011-02-01,,4.8103448275862055,36.093103448275855,735.9137931034485,23.234482758620693,38.03103448275861,POINT (-5.979734155447158 37.34719077831389)
14,CAMPAMENTO,CADIZ,SAN ROQUE,2011-02-01,,,,,,,POINT (-5.376688682653863 36.17948252543535)
15,CAMPANILLAS,MALAGA,MALAGA,2011-02-01,,8.006896551724138,15.096551724137932,541.4,24.927586206896557,68.34827586206896,POINT (-4.561490946907281 36.73022627556985)
16,CAMPILLOS,MALAGA,CAMPILLOS,2011-02-01,,,11.010344827586206,,,75.38620689655171,POINT (-4.845332259019838 36.96306433920137)
17,CAMPOHERMOSO,ALMERIA,NIJAR,2011-02-01,,6.644827586206896,11.879310344827585,,17.079310344827583,58.45172413793102,POINT (-2.13883991187908 36.93378768093832)
18,CAMPUS EL CARMEN,HUELVA,HUELVA,2011-02-01,,7.958620689655173,16.341379310344827,324.8896551724138,17.700000000000003,45.77586206896551,POINT (-6.925262584688053 37.27166240500601)
19,CARBONERAS,ALMERIA,CARBONERAS,2011-02-01,,6.231034482758623,17.410344827586204,,16.175862068965515,,POINT (-1.892256085285251 36.99939497237954)
20,CARRANQUE,MALAGA,MALAGA,2011-02-01,,8.806896551724137,38.896551724137936,424.9620689655173,30.268965517241377,49.11724137931035,POINT (-4.447476460817017 36.71963192865133)
21,CARTAYA,HUELVA,CARTAYA,2011-02-01,,,,,,55.731034482758616,POINT (-7.149621112095455 37.29592270461294)
22,CARTUJA,CADIZ,JEREZ DE LA FRONTERA,2011-02-01,,2.125,7.16896551724138,396.5310344827586,26.210344827586205,51.751724137931035,POINT (-6.114685621800139 36.66088405587969)
23,CENTRO,SEVILLA,SEVILLA,2011-02-01,,3.599999999999999,39.3448275862069,866.8827586206896,,41.02068965517242,POINT (-5.991463212346508 37.38807831537342)
24,CIUDAD DEPORTIVA,GRANADA,ARMILLA,2011-02-01,,8.0,32.51724137931034,399.88620689655176,31.182758620689658,,POINT (-3.619137405016542 37.13560425564472)
25,COBRE LAS CRUCES,SEVILLA,GUILLENA,2011-02-01,,1.5310344827586209,9.013793103448275,239.7448275862069,18.351724137931036,52.562068965517234,POINT (-6.036145321538837 37.55479486330152)
26,CORTIJILLOS,CADIZ,BARRIOS (LOS),2011-02-01,4.178571428571429,4.792857142857144,18.95357142857143,455.2000000000001,,61.26428571428572,POINT (-5.435757767267622 36.19046080583075)
27,DOS HERMANAS,SEVILLA,DOS HERMANAS,2011-02-01,,6.206896551724138,29.103448275862068,501.30714285714276,,48.06551724137931,POINT (-5.913843838237383 37.2845132304213)
28,E1: COLEGIO LOS BARRIOS,CADIZ,BARRIOS (LOS),2011-02-01,,7.378571428571429,18.379310344827587,,24.468965517241383,,POINT (-5.488878340182611 36.18563707858645)
29,E2:ALCORNOCALES,CADIZ,BARRIOS (LOS),2011-02-01,,9.753846153846153,8.271428571428574,,15.010344827586207,53.59583333333333,POINT (-5.663672396284856 36.23373664042163)
30,E3: COLEGIO CARTEYA,CADIZ,SAN ROQUE,2011-02-01,,3.006896551724138,12.489655172413794,,19.83448275862069,71.39999999999999,POINT (-5.391428513125806 36.20879765231249)
31,E4:RINCONCILLO,CADIZ,ALGECIRAS,2011-02-01,,9.527586206896553,25.120689655172413,,24.582758620689653,,POINT (-5.442583247955641 36.16175626687351)
32,E5: PALMONES,CADIZ,BARRIOS (LOS),2011-02-01,,6.427586206896551,26.32758620689655,,28.658620689655177,,POINT (-5.432761245531878 36.17468770448831)
33,E6: ESTACION DE FFCC S. ROQUE,CADIZ,SAN ROQUE,2011-02-01,,6.899999999999999,12.055172413793104,,24.03448275862069,,POINT (-5.430308024723687 36.2119764761002)
34,E7:EL ZABAL,CADIZ,LINEA DE LA CONCEPCION (LA),2011-02-01,,4.889655172413794,20.137931034482758,,23.71034482758621,,POINT (-5.341824186312244 36.17288547216037)
35,ECONOMATO,CADIZ,SAN ROQUE,2011-02-01,,17.20689655172414,11.289655172413795,,,,POINT (-5.380810475453659 36.18621015013454)
36,E. DE HOSTELERIA,CADIZ,SAN ROQUE,2011-02-01,,6.758620689655173,14.099999999999996,402.47083333333336,,,POINT (-5.383685321785163 36.20388782686938)
